{'title': '恒瑞医药注射用卡瑞利珠单抗主要研究终点结果达到方案预设优效标准', 'label': '1'}
{'title': '柳钢股份拟以非公开协议增资方式对广西钢铁增资亿元', 'label': '1'}
{'title': '上海莱士购买股权事项通过美国外国投资委员会审查', 'label': '1'}
{'title': '慧球出售多家公司股权剥离盈利能力较弱资产', 'label': '1'}
{'title': '冀东水泥拟逾亿收购红树林环保做大环保产业', 'label': '1'}
{'title': '新疆天业拟亿元收购天能化工', 'label': '1'}
{'title': '时代新材拟挂牌转让全资子公司时代华鑫股权', 'label': '1'}
{'title': '佩蒂股份拟向全资子公司佩蒂智创增资万元', 'label': '1'}
{'title': '中顺洁柔拟设立广东云浮控股子公司注册资本亿元', 'label': '1'}
{'title': '亿通科技拟重组收购华网信息股权月日复牌', 'label': '1'}
{'title': '华峰氨纶重组过会月日复牌', 'label': '1'}
{'title': '中国石油鄂尔多斯盆地新增探明地质储量亿吨四川盆地新增探明页岩气地质储量亿立方米', 'label': '1'}
{'title': '美凯龙部分董监高拟个月内增持万元万元股份', 'label': '1'}
{'title': '中国中冶子公司拟亿元参设成都乡村振兴投资基金', 'label': '1'}
{'title': '奥拓电子与工行业务研发中心展开战略合作探索银行智慧化服务方案', 'label': '1'}
{'title': '维业股份中标大成基金总部大厦自用区域精装修工程项目中标金额约万元', 'label': '1'}
{'title': '东凌月日停牌一天月日起摘星脱帽', 'label': '1'}
{'title': '天能重工中标中广核内蒙古兴安盟风电场塔筒采购标段中标金额亿元', 'label': '1'}
{'title': '绿茵生态联合中标济南市济阳区银河路提升改造项目项目总投资亿元', 'label': '1'}
{'title': '金山拟出售华电置业华电煤业股权料获收益约亿元', 'label': '1'}
{'title': '新文化拟定增募资不超亿元补血', 'label': '1'}
{'title': '传化智联工银投资拟向公司子公司传化物流增资亿元获股权', 'label': '1'}
{'title': '三泰控股董事长提议回购亿元亿元股份', 'label': '1'}
{'title': '爱施德拟亿元出让海南小贷股权', 'label': '1'}
{'title': '海尔智家实控人的一致行动人增持公司股万股', 'label': '1'}
{'title': '东北制药签订项目合作框架协议拟建设干细胞药物研发产业化基地', 'label': '1'}
{'title': '招商蛇口拟亿元采购观光游览船满足海上看深圳旅游项目需求', 'label': '1'}
{'title': '新黄浦亿元摘得上海闵行区梅陇镇租赁住房项目地块', 'label': '1'}
{'title': '通鼎互联预中标中国铁塔年集约化电商采购项目', 'label': '1'}
{'title': '德力股份与重庆市荣昌区政府签订协议拟投建西南产业基地', 'label': '1'}
{'title': '中原传媒控股股东拟择机将河南教育电子音像出版社的资产和业务注入公司', 'label': '1'}
{'title': '今世缘拟投资认购私募基金份额亿元', 'label': '1'}
{'title': '电子城拟合计亿元增资南京电子城昆明电子城', 'label': '1'}
{'title': '亿纬锂能公司或子公司亿纬亚洲拟与革新株式会社签署合资经营合同', 'label': '1'}
{'title': '广汽集团与丰田汽车签署深化战略合作框架协议', 'label': '1'}
{'title': '长安汽车发布长安福特加速计划未来三年投放至少款新车型', 'label': '1'}
{'title': '赛轮轮胎引入中国一汽亿元增资子公司赛亚检测', 'label': '1'}
{'title': '普洛药业预计前三季度净利润同比增', 'label': '1'}
{'title': '丰华公司股票月日起摘帽', 'label': '1'}
{'title': '四方达月日至今累计获得政府补助万元', 'label': '1'}
{'title': '森源电气拟亿元收购森源城市环境股权', 'label': '1'}
{'title': '城发环境中标宜阳县约亿元垃圾焚烧发电项目', 'label': '1'}
{'title': '多喜爱重组上会月日起停牌', 'label': '1'}
{'title': '招商银行第二期小型微型企业贷款专项金融债券发行完毕', 'label': '1'}
{'title': '精华制药控股子公司金丝利药业拟申请新三板挂牌', 'label': '1'}
{'title': '海立股份控股股东累计增持股份完成增持计划', 'label': '1'}
{'title': '健民集团间接控股股东华立集团增持万股', 'label': '1'}
{'title': '恒生电子再度减持科蓝软件万股股票净收益约万元', 'label': '1'}
{'title': '吉艾科技控股股东拟减持公司股份筹措资金借给公司用于炼油厂建设运营', 'label': '1'}
{'title': '振华重工获逾亿元广州港南沙四期项目自动化装卸系统采购合同', 'label': '1'}
{'title': '汉嘉设计中标庆隆小河单元公共服务设施工程设计采购施工总承包项目中标金额亿元', 'label': '1'}
{'title': '华阳国际中标安托山片区地块上盖保障房项目代建项目项目总投资匡算约亿元', 'label': '1'}
{'title': '仟源医药子公司蒙脱石散拟中选联盟地区集中采购', 'label': '1'}
{'title': '三维丝获电解铜销售框架合同', 'label': '1'}
{'title': '金鹰股份子公司拟签订征迁补偿协议补偿价款及补助金额合计暂定亿元', 'label': '1'}
{'title': '中远海能向大连中远海运重工订购艘油船总价万美元不含税', 'label': '1'}
{'title': '花王股份拟参与韦岗片区周边环境整治项目投资估算亿元', 'label': '1'}
{'title': '绿茵生态联合中标济南市济阳区银河路提升改造项目项目总投资估算亿元', 'label': '1'}
{'title': '剑桥科技拟万元入股海光芯创', 'label': '1'}
{'title': '惠程科技拟不超万美元投资以色列公司', 'label': '1'}
{'title': '神思电子预计前三季度净利润同比增', 'label': '1'}
{'title': '国泰君安董事会批准公司向上海证券提供不超亿元的净资本担保承诺', 'label': '1'}
{'title': '荣丰控股子公司拟出售长沙银行股票万股', 'label': '1'}
{'title': '坚瑞沃能子公司签署型电芯供货合作协议书', 'label': '1'}
{'title': '浙商中拓拟亿元新建总部大楼', 'label': '1'}
{'title': '德邦股份近期累计获得万元政府补助', 'label': '1'}
{'title': '开元股份拟成立合资公司筹办普通高中学校', 'label': '1'}
{'title': '抚钢董事会选举季永新为董事长', 'label': '1'}
{'title': '集友股份拟推万股限制性股票激励计划', 'label': '1'}
{'title': '银泰资源拟亿元收购贵州鼎盛鑫矿业股权', 'label': '1'}
{'title': '海马全资子公司拟转让海马研发股权', 'label': '1'}
{'title': '证通电子拟非公开发行不超亿元公司债偿债补血等', 'label': '1'}
{'title': '武汉中商重组近日上会当日停牌', 'label': '1'}
{'title': '置信电气拟亿元取得英大信托英大证券英大期货控股权', 'label': '1'}
{'title': '蓝帆医疗拟亿欧元收购瑞士公司股权', 'label': '1'}
{'title': '振静股份拟收购巨星农牧股份构成重组上市', 'label': '1'}
{'title': '宝钢股份控股子公司宝钢财务拟吸收合并武钢财务', 'label': '1'}
{'title': '中国银河发行不超亿元金融债券获央行同意', 'label': '1'}
{'title': '德美化工子公司美龙环戊烷拟向公司和浙石化转让德荣化工股权', 'label': '1'}
{'title': '双环传动拟回购亿元亿元股份', 'label': '1'}
{'title': '东材科技回购股份比例达到耗资万元', 'label': '1'}
{'title': '中国建筑近期获得亿元重大项目', 'label': '1'}
{'title': '宜化拟不低于亿元转让新宜矿业股权', 'label': '1'}
{'title': '金证股份拟出售兴业数金股权终止收购达钱国际股权', 'label': '1'}
{'title': '双箭股份全资子公司和济颐养院签下一份委托经营合同', 'label': '1'}
{'title': '威海广泰取得亿元装备订购合同', 'label': '1'}
{'title': '全筑股份全资子公司拟签下亿元合同', 'label': '1'}
{'title': '北矿科技拟设立沧州全资孙公司研发智能矿冶装备', 'label': '1'}
{'title': '中金岭南拟投不超亿元进行炼锌渣绿色化升级改造', 'label': '1'}
{'title': '威唐工业控股孙公司拟万元设立无锡全资子公司', 'label': '1'}
{'title': '乐山电力联合中标亿元峨眉山景区污水治理工程', 'label': '1'}
{'title': '宁波建工全资子公司签下亿元施工合同', 'label': '1'}
{'title': '振华股份万元设立全资子公司旌达科技', 'label': '1'}
{'title': '高斯贝尔子公司中选万元和目智能门铃生产采购项目', 'label': '1'}
{'title': '凯发电气全资子公司与德国铁路联邦集团签下万欧元销售合同', 'label': '1'}
{'title': '华昌化工预计前三季度净利润同比增至', 'label': '1'}
{'title': '富满电子月日至今收到政府补贴共计万元', 'label': '1'}
{'title': '滨江集团子公司亿元杭州萧山拿地', 'label': '1'}
{'title': '国泰集团年炸药生产能力将由万吨增至万吨', 'label': '1'}
{'title': '科大讯飞与中国建研院达成战略合作', 'label': '1'}
{'title': '中国太保董事会同意公司发行并申请在伦交所挂牌上市', 'label': '1'}
{'title': '金信诺与深投控签下战略合作协议', 'label': '1'}
{'title': '美亚柏科月日月日累计获政府补助万元', 'label': '1'}
{'title': '欧浦公司股价已低于元四名高管拟增持', 'label': '1'}
{'title': '乐鑫科技拟推万股限制性股票激励计划', 'label': '1'}
{'title': '荃银高科拟逾亿元收购两家控股子公司少数股东股权实现全资控股', 'label': '1'}
{'title': '兆易创新正筹划的定增项目与合肥英寸晶圆存储器研发项目无关', 'label': '1'}
{'title': '易世达拟亿元参设合资公司投建工业大麻两项产品生产基地', 'label': '1'}
{'title': '银宝山新公告公司股价连续三日涨停公司为国内某知名企业基站射频类结构件供应商上半年公司在上述企业基站射频类结构件销售收入约为亿元净利润约为万元', 'label': '1'}
{'title': '智光电气公告粤芯半导体建设的英寸芯片生产线项目一期已达到投产条件并于月日实现量产', 'label': '1'}
{'title': '海能达公告近日收到北欧某国当地合作伙伴的专业无线通信终端设备采购订单订单总金额为万英镑约合人民币万元占公司年度经审计营业收入的', 'label': '1'}
{'title': '四维图新公告公司与宝马汽车公司签署框架协议公司将通过即车联网位置数据平台为其集成分析和处理从其在中国销售的年年量产上市的宝马集团所属品牌汽车获取的地理位置相关数据', 'label': '1'}
{'title': '众生药业公告公司收到哥伦比亚工业和商业监督局颁发的专利证书该专利是公司用于治疗小细胞肺癌胃癌食管癌等恶性肿瘤的创新药物项目的化合物专利', 'label': '1'}
{'title': '中京电子重组有条件过会月日复牌', 'label': '1'}
{'title': '顾家家居拟回购亿元亿元股份', 'label': '1'}
{'title': '复星医药控股股东复星高科技增持公司股万股', 'label': '1'}
{'title': '厦门钨业拟与江西钨业控股集团在钨稀土钴等领域展开战略合作', 'label': '1'}
{'title': '君正集团拟参与竞购华泰保险股权挂牌底价亿元', 'label': '1'}
{'title': '围海与中海外城市开发有限公司签署合作协议协议涉及个项目总投资额约亿元', 'label': '1'}
{'title': '黄山胶囊将对二三车间进行技术改造投资总额万元', 'label': '1'}
{'title': '海波重科中标亿元工程项目', 'label': '1'}
{'title': '永贵电器正式成为华为合格供应商', 'label': '1'}
{'title': '中国联通月份用户净增万户', 'label': '1'}
{'title': '英唐智控控股子公司与中国移动签署手机主芯片合作框架协议', 'label': '1'}
{'title': '中国建筑大家人寿以公司股份换购基金份额', 'label': '1'}
{'title': '当代东方收购当代陆玖股权价格下调至亿元', 'label': '1'}
{'title': '安彩高科拟与中来股份在光伏组件领域展开合作', 'label': '1'}
{'title': '万邦达中标亿元中水回用近零排放项目', 'label': '1'}
{'title': '每日互动拟投资亿元建设总部大楼项目', 'label': '1'}
{'title': '康达新材拟投总计约亿元建新材料项目及配套项目', 'label': '1'}
{'title': '城发环境联合中标河南息县生活垃圾焚烧发电招商项目', 'label': '1'}
{'title': '华峰氨纶重组近日上会当日停牌', 'label': '1'}
{'title': '成都路桥联合中标遵义约亿元项目', 'label': '1'}
{'title': '鼎龙股份重组近日上会当日停牌', 'label': '1'}
{'title': '天业通联和中国海防重组月日上会当日停牌', 'label': '1'}
